createdat,orderid,restaurantstatus,paymentmethod,subtotal,customerid,restaurantname,customeraddressprovince,restaurantacceptedat,foodpreparedpromised,podactual
2019-09-23 10:22:41,15981640,restaurant_accepted,cash,141.9,2120237,Panarottis Richards Bay,(null),2019-09-23 10:23:25,2019-09-23 10:48:25,2019-09-23 10:54:15
2019-09-24 12:01:27,16022428,restaurant_accepted,cash,228.8,2120237,Fishaways Boardwalk,(null),2019-09-24 12:02:26,2019-09-24 12:19:26,2019-09-24 12:34:09
2019-09-29 17:55:40,16291897,restaurant_accepted,cash,349.5,2120237,Panarottis Richards Bay,(null),2019-09-29 17:56:23,2019-09-29 18:35:23,2019-09-29 18:46:01
2019-10-02 18:51:29,16418472,restaurant_accepted,cash,407.7,2120237,Panarottis Richards Bay,(null),2019-10-02 18:52:08,2019-10-02 19:31:08,2019-10-02 19:47:44
2019-10-09 11:44:22,16688931,restaurant_accepted,cash,84.9,2120237,Steers Boardwalk,(null),2019-10-09 11:45:30,2019-10-09 12:10:30,2019-10-09 12:11:34
2019-10-14 12:59:36,16910986,restaurant_accepted,cash,84.9,2120237,Steers Boardwalk,(null),2019-10-14 13:00:13,2019-10-14 13:15:13,2019-10-14 13:21:38
2019-10-17 11:54:26,17012940,restaurant_accepted,cash,116.9,2120237,Panarottis Richards Bay,(null),2019-10-17 11:55:09,2019-10-17 12:14:09,2019-10-17 12:21:20
2019-10-26 17:52:20,17464592,restaurant_accepted,cash,407.7,2120237,Panarottis Richards Bay,(null),2019-10-26 17:53:00,2019-10-26 18:33:00,2019-10-26 18:52:15
2019-08-23 14:53:13,14716508,restaurant_accepted,credit,273.0,2120242,Nando's East Rand Mall,Gauteng,2019-08-23 15:02:43,2019-08-23 15:26:43,2019-08-23 15:36:27
2019-08-24 17:05:29,14776712,none,credit,167.8,2120242,Roman's Pizza Rietfontein Rd,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-24 17:06:55,14776851,restaurant_accepted,credit,202.7,2120242,Roman's Pizza Rietfontein Rd,Gauteng,2019-08-24 17:08:48,2019-08-24 17:28:48,2019-08-24 17:36:22
2019-08-28 13:18:53,14935140,restaurant_accepted,credit,321.0,2120242,Nando's East Rand Mall,Gauteng,2019-08-28 13:19:51,2019-08-28 13:40:51,2019-08-28 13:54:57
2019-09-10 19:17:43,15516073,restaurant_accepted,cash,89.9,2120242,KFC Beyers Park,Gauteng,2019-09-10 19:19:23,2019-09-10 19:34:23,2019-09-10 19:38:34
2019-09-13 17:59:09,15618567,none,none,234.8,2120242,Roman's Pizza Rietfontein Rd,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-25 15:03:31,17387023,restaurant_accepted,credit,199.9,2120242,Roman's Pizza Beyerspark,Gauteng,2019-10-25 15:05:12,2019-10-25 15:20:12,2019-10-25 15:26:43
2019-08-16 07:45:34,14461215,none,none,160.0,2120244,Mariam's Kitchen Foreshore,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 07:49:16,14461218,none,none,160.0,2120244,Mariam's Kitchen Foreshore,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 13:43:46,14473253,none,none,139.8,2120244,KFC Long Street,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 13:44:58,14473314,none,none,139.8,2120244,KFC Long Street,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 13:46:09,14473365,restaurant_accepted,credit,139.8,2120244,KFC Long Street,Western Cape,2019-08-16 13:49:16,2019-08-16 14:04:16,2019-08-16 14:18:09
2019-10-19 16:30:22,17131975,none,none,89.9,2120246,KFC Jansen Park,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-19 16:34:02,17132251,none,none,89.9,2120246,KFC Jansen Park,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-19 16:46:05,17133187,none,none,89.9,2120246,KFC Beyers Park,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-19 12:11:52,14581244,none,none,52.9,2120250,McDonald's Parktown,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-19 12:13:09,14581328,none,none,52.9,2120250,McDonald's Parktown,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 08:02:19,14461223,none,none,73.2,2120253,McDonald's De La Rey Rd,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 11:18:07,14465178,none,none,525.3,2120255,Navigators & Co Italian Trattoria,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 12:27:48,14469412,none,none,525.3,2120255,Navigators & Co Italian Trattoria,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 12:30:52,14469591,restaurant_accepted,credit,525.3,2120255,Navigators & Co Italian Trattoria,Gauteng,2019-08-16 12:54:57,2019-08-16 13:24:57,2019-08-16 13:35:04
2019-08-16 08:56:27,14461623,restaurant_accepted,cash,348.6,2120257,McDonald's Tyger Manor,Western Cape,2019-08-16 09:04:54,2019-08-16 09:19:54,2019-08-16 09:36:09
2019-08-24 15:56:49,14772308,restaurant_accepted,cash,98.8,2120257,Burger King Brackenfell Mall,Western Cape,2019-08-24 15:57:36,2019-08-24 16:12:36,2019-08-24 16:24:55
2019-08-24 16:07:18,14772871,restaurant_accepted,cash,117.7,2120257,Burger King Brackenfell Mall,Western Cape,2019-08-24 16:08:08,2019-08-24 16:23:08,2019-08-24 16:32:12
2019-09-26 18:03:35,16135215,none,cash,74.9,2120257,Burger King Brackenfell Mall,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-26 18:07:41,16135676,restaurant_accepted,cash,86.9,2120257,Burger King Brackenfell Mall,Western Cape,2019-09-26 18:08:38,2019-09-26 18:23:38,2019-09-26 18:38:00
2019-08-18 13:24:27,14552159,restaurant_accepted,cash,206.0,2120258,Doppio Zero Ilanga Mall,Nelspruit,2019-08-18 13:25:45,2019-08-18 13:45:45,2019-08-18 13:53:09
2019-08-18 20:22:27,14575035,none,none,153.8,2120258,Chippo's Grill and Pizza Ferreira St,Nelspruit,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-20 10:54:03,14603931,restaurant_accepted,cash,145.0,2120258,Nando's Brown Street,Nelspruit,2019-08-20 10:54:41,2019-08-20 11:09:41,2019-08-20 11:44:09
2019-08-21 09:06:26,14631209,restaurant_accepted,cash,93.7,2120258,KFC Nelspruit 1,Nelspruit,2019-08-21 09:07:00,2019-08-21 09:22:00,2019-08-21 09:20:15
2019-08-16 10:06:46,14462687,none,none,115.4,2120261,Pizza Hut Greenpoint,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 10:07:48,14462710,none,none,115.4,2120261,Pizza Hut Greenpoint,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 10:13:56,14462850,restaurant_accepted,credit,115.4,2120261,Pizza Hut Greenpoint,Western Cape,2019-08-16 10:56:34,2019-08-16 11:16:34,2019-08-16 11:27:44
2019-08-21 18:40:43,14653591,none,none,118.2,2120269,McDonald's Vanderbijlpark,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-21 18:47:18,14654122,none,none,65.4,2120269,McDonald's Vanderbijlpark,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-21 18:47:55,14654184,restaurant_accepted,cash,105.8,2120269,McDonald's Vanderbijlpark,Gauteng,2019-08-21 18:49:13,2019-08-21 19:04:13,2019-08-21 19:24:41
2019-09-21 16:17:28,15917664,restaurant_accepted,cash,108.3,2120269,McDonald's Vanderbijlpark,Gauteng,2019-09-21 16:18:36,2019-09-21 16:33:36,2019-09-21 16:42:41
2019-10-13 16:12:19,16882620,restaurant_accepted,cash,239.6,2120269,McDonald's Vanderbijlpark,Gauteng,2019-10-13 16:15:12,2019-10-13 16:30:12,2019-10-13 16:41:42
2019-10-16 18:59:51,16997510,none,credit,239.6,2120269,McDonald's Vanderbijlpark,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-16 19:04:27,16997969,none,cash,239.6,2120269,McDonald's Vanderbijlpark,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-16 19:07:36,16998264,none,none,239.6,2120269,McDonald's Vanderbijlpark,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-16 19:08:03,16998306,none,none,239.6,2120269,McDonald's Vanderbijlpark,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 14:05:33,16225419,none,none,87.9,2120271,Steers Observatory,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 14:12:44,16225844,none,none,49.9,2120271,KFC Woodstock,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-28 14:17:55,16226144,restaurant_accepted,credit,102.8,2120271,Steers Observatory,Western Cape,2019-09-28 14:21:52,2019-09-28 14:38:52,2019-09-28 14:52:05
2019-10-12 14:41:21,16831664,none,none,134.9,2120271,KFC Maitland,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-27 19:25:57,17530310,none,none,88.0,2120271,Bin Rashied Pizza & Grills Woodstock,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-27 21:19:14,17536385,none,credit,88.0,2120271,Bin Rashied Pizza & Grills Woodstock,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 13:36:41,14514167,none,none,97.0,2120272,Uncle's Flavour,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-17 13:38:32,14514246,none,credit,112.0,2120272,Uncle's Flavour,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-19 14:44:59,17125401,restaurant_accepted,credit,138.8,2120272,KFC Plumstead,Cape Town,2019-10-19 14:50:21,2019-10-19 15:05:21,2019-10-19 15:13:58
2019-08-16 13:44:08,14473271,none,none,120.6,2120277,Mcdonald's Brackenhurst,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 13:45:04,14473320,restaurant_accepted,cash,120.6,2120277,Mcdonald's Brackenhurst,Gauteng,2019-08-16 13:46:02,2019-08-16 14:01:02,2019-08-16 14:03:00
2019-08-31 18:31:54,15132430,none,none,231.4,2120277,Mcdonald's Brackenhurst,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-31 18:32:39,15132525,restaurant_accepted,cash,231.4,2120277,Mcdonald's Brackenhurst,Gauteng,2019-08-31 18:36:47,2019-08-31 18:51:47,2019-08-31 19:08:44
2019-08-16 12:29:00,14469485,none,none,89.7,2120278,KFC Orange Grove,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 12:29:27,14469512,none,none,89.7,2120278,KFC Orange Grove,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-05 12:23:56,15299360,restaurant_accepted,cash,73.8,2120278,KFC Orange Grove,(null),2019-09-05 12:26:46,2019-09-05 12:41:46,2019-09-05 13:01:33
2019-10-10 12:53:59,16732109,restaurant_accepted,cash,65.9,2120278,Mochachos Grant Ave,(null),2019-10-10 12:55:30,2019-10-10 13:14:30,2019-10-10 13:14:50
2019-08-26 19:18:59,14867192,restaurant_accepted,cash,232.0,2120280,Burgerack Florida Glen,Gauteng,2019-08-26 19:22:44,2019-08-26 19:42:44,2019-08-26 20:02:07
2019-08-16 10:08:37,14462726,restaurant_accepted,cash,218.0,2120281,Yami El Ridge,Gauteng,2019-08-16 10:10:50,2019-08-16 10:30:50,2019-08-16 10:50:31
2019-08-27 09:06:19,14872829,restaurant_accepted,cash,169.6,2120281,Burger King East Rand Galleria,Gauteng,2019-08-27 09:07:04,2019-08-27 09:22:04,2019-08-27 09:37:48
2019-08-30 10:27:55,15034827,restaurant_accepted,cash,272.0,2120281,Yami El Ridge,Gauteng,2019-08-30 10:28:43,2019-08-30 10:58:43,2019-08-30 11:14:55
2019-09-04 11:14:37,15258735,restaurant_accepted,cash,278.0,2120281,Nando's East Rand Mall,Gauteng,2019-09-04 11:16:04,2019-09-04 11:37:04,2019-09-04 11:46:43
2019-09-09 11:19:35,15466284,restaurant_accepted,cash,169.8,2120281,KFC Jansen Park,Gauteng,2019-09-09 11:20:03,2019-09-09 11:35:03,2019-09-09 11:35:37
2019-09-12 13:21:07,15563056,restaurant_accepted,cash,133.6,2120281,KFC Jansen Park,Gauteng,2019-09-12 13:21:58,2019-09-12 13:36:58,2019-09-12 13:44:11
2019-09-13 13:34:22,15602392,restaurant_accepted,cash,135.6,2120281,Burger King East Rand Galleria,Gauteng,2019-09-13 13:34:54,2019-09-13 13:59:54,2019-09-13 13:59:56
2019-09-17 13:07:03,15755245,restaurant_accepted,cash,166.7,2120281,KFC Jansen Park,Gauteng,2019-09-17 13:07:23,2019-09-17 13:22:23,2019-09-17 13:23:57
2019-09-18 13:24:33,15785790,restaurant_accepted,cash,209.7,2120281,Burger King East Rand Galleria,Gauteng,2019-09-18 13:24:57,2019-09-18 13:39:57,2019-09-18 13:43:57
2019-09-20 12:48:51,15857232,restaurant_accepted,cash,187.6,2120281,KFC Jansen Park,Gauteng,2019-09-20 12:49:22,2019-09-20 13:04:22,2019-09-20 13:04:24
2019-09-27 11:08:22,16157635,restaurant_accepted,cash,187.4,2120281,Top Grill Roadhouse,Gauteng,2019-09-27 12:52:37,2019-09-27 13:07:37,2019-09-27 13:12:59
2019-10-03 12:00:13,16435077,restaurant_accepted,cash,159.6,2120281,Burger King East Rand Galleria,Gauteng,2019-10-03 12:01:16,2019-10-03 12:16:16,2019-10-03 12:20:36
2019-10-05 18:30:23,16561624,restaurant_accepted,cash,179.7,2120281,KFC Lambton,Gauteng,2019-10-05 18:31:34,2019-10-05 18:46:34,2019-10-05 18:58:11
2019-10-07 12:06:08,16623635,restaurant_accepted,cash,211.7,2120281,KFC Jansen Park,Gauteng,2019-10-07 12:06:50,2019-10-07 12:21:50,2019-10-07 12:34:13
2019-10-10 13:56:33,16735406,restaurant_accepted,cash,135.8,2120281,Steers The Square Shopping Centre,Gauteng,2019-10-10 13:56:57,2019-10-10 14:21:57,2019-10-10 14:16:45
2019-10-14 10:09:47,16903870,restaurant_accepted,cash,186.0,2120281,Blacksteers West Wood Village,Gauteng,2019-10-14 10:10:23,2019-10-14 10:27:23,2019-10-14 10:43:06
2019-10-18 17:17:06,17079948,none,none,647.6,2120281,Spur Copper Canyon,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-18 17:19:52,17080266,none,none,410.7,2120281,Spur Copper Canyon,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-18 17:20:58,17080391,restaurant_accepted,credit,547.6,2120281,Spur Copper Canyon,Gauteng,2019-10-18 17:23:11,2019-10-18 17:58:11,2019-10-18 18:17:52
2019-10-19 10:31:58,17110502,restaurant_accepted,cash,312.0,2120281,Nando's East Rand Mall,Gauteng,2019-10-19 10:32:22,2019-10-19 11:03:22,2019-10-19 11:09:01
2019-10-25 19:54:42,17420983,restaurant_accepted,cash,227.4,2120281,KFC Lambton,Gauteng,2019-10-25 19:57:06,2019-10-25 20:12:06,2019-10-25 20:24:35
2019-10-12 18:41:34,16849620,none,none,104.7,2120282,Burger King Jean Avenue,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-12 18:45:22,16850156,none,none,69.9,2120282,Burger King Jean Avenue,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-12 18:46:18,16850313,restaurant_accepted,credit,69.9,2120282,Burger King Jean Avenue,Gauteng,2019-10-12 18:49:34,2019-10-12 19:04:34,2019-10-12 19:08:46
2019-08-16 08:34:31,14461430,restaurant_accepted,credit,171.8,2120284,Steers Engen Oranjezicht,(null),2019-08-16 08:46:09,2019-08-16 09:01:09,2019-08-16 09:35:01
2019-08-16 08:30:20,14461408,none,none,69.9,2120285,KFC Grey Owl,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 08:47:46,14461532,none,none,69.9,2120285,KFC Rooihuiskraal,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-09 15:30:03,16699837,none,none,39.9,2120285,McDonald's Grey Owl,Centurion,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 10:11:19,14462791,restaurant_accepted,cash,230.0,2120287,Zest Vintage Kitchen Table View,Cape Town,2019-08-16 10:13:31,2019-08-16 10:43:31,2019-08-16 10:59:04
2019-08-16 16:59:46,14480525,restaurant_accepted,cash,90.0,2120287,Tosin's Kitchen and Cuisine,Cape Town,2019-08-16 17:00:58,2019-08-16 17:15:58,2019-08-16 17:27:50
2019-09-20 20:29:03,15894929,none,credit,330.0,2120287,Tosin's Kitchen and Cuisine,Cape Town,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-20 20:29:47,15894983,restaurant_accepted,cash,330.0,2120287,Tosin's Kitchen and Cuisine,Cape Town,2019-09-20 20:30:49,2019-09-20 20:57:49,2019-09-20 21:02:23
2019-09-22 15:47:29,15958687,restaurant_accepted,cash,399.8,2120287,Fishaways Bayside Mall,Cape Town,2019-09-22 15:48:46,2019-09-22 16:09:46,2019-09-22 16:22:57
2019-09-26 11:44:03,16111389,restaurant_accepted,credit,180.0,2120287,Tosin's Kitchen and Cuisine,Cape Town,2019-09-26 11:47:47,2019-09-26 12:12:47,2019-09-26 12:12:05
2019-10-03 19:13:48,16463527,restaurant_accepted,credit,148.0,2120287,Spur San Miguel,Cape Town,2019-10-03 19:17:02,2019-10-03 19:33:02,2019-10-03 19:40:26
2019-10-04 17:02:25,16500235,restaurant_accepted,cash,146.0,2120287,Ocean Basket Blouberg,Cape Town,2019-10-04 17:03:34,2019-10-04 17:18:34,2019-10-04 17:43:37
2019-10-13 11:08:20,16864726,restaurant_accepted,cash,56.2,2120287,Mcdonald's Sandown,Cape Town,2019-10-13 11:08:47,2019-10-13 11:23:47,2019-10-13 11:33:02
2019-10-16 16:53:08,16986740,restaurant_accepted,cash,140.0,2120287,Chiangel Kitchen & Catering (Amaka),Cape Town,2019-10-16 16:55:18,2019-10-16 17:23:18,2019-10-16 17:22:45
2019-10-17 18:43:12,17038599,restaurant_accepted,cash,350.0,2120287,Misthom Braai House (Shisa Nyama),Cape Town,2019-10-17 18:43:54,2019-10-17 19:28:54,2019-10-17 19:35:46
2019-08-16 15:06:51,14476093,none,none,75.79,2120288,Burger King Houghton DT,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-09 12:52:39,16693319,none,none,87.0,2120295,Pizza Perfect Glenbalad,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-09 12:53:16,16693355,none,none,87.0,2120295,Pizza Perfect Glenbalad,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 08:48:28,14461541,restaurant_accepted,instant_eft,78.9,2120298,Wimpy Mimosa Mall,Free State,2019-08-16 08:58:48,2019-08-16 09:18:48,2019-08-16 09:21:18
2019-08-16 12:57:00,14471163,restaurant_accepted,instant_eft,249.0,2120298,Spur Falcon Lake,Free State,2019-08-16 13:05:00,2019-08-16 13:25:00,2019-08-16 13:48:46
2019-08-16 12:37:06,14469989,none,none,71.7,2120299,McDonald's Northgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 12:40:09,14470201,none,none,71.7,2120299,McDonald's Northgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 12:42:03,14470304,none,none,86.2,2120299,McDonald's Northgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 12:42:39,14470345,none,none,86.2,2120299,McDonald's Northgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 12:43:28,14470398,restaurant_accepted,cash,86.2,2120299,McDonald's Northgate,Gauteng,2019-08-16 12:44:23,2019-08-16 12:59:23,2019-08-16 13:16:06
2019-09-25 18:33:42,16091995,none,none,73.8,2120299,McDonald's Northgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-26 10:07:48,16106022,restaurant_accepted,credit,99.8,2120299,McDonald's Northgate,Gauteng,2019-09-26 10:14:03,2019-09-26 10:29:03,2019-09-26 10:50:25
2019-09-30 11:19:42,16312263,none,none,73.8,2120299,McDonald's Northgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-01 10:31:54,16351063,restaurant_accepted,credit,89.7,2120299,McDonald's Northgate,Gauteng,2019-10-01 10:32:48,2019-10-01 10:47:48,2019-10-01 10:56:26
2019-10-02 10:26:02,16389796,restaurant_accepted,credit,62.0,2120299,Nando's Banbury Crossing,Gauteng,2019-10-02 10:26:43,2019-10-02 10:43:43,2019-10-02 10:43:52
2019-10-04 09:58:17,16472664,none,none,129.0,2120299,Spur Dakota,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-04 12:04:27,16481887,restaurant_accepted,credit,62.0,2120299,Nando's Banbury Crossing,Gauteng,2019-10-04 12:08:41,2019-10-04 12:29:41,2019-10-04 12:35:54
2019-10-08 21:17:37,16683046,none,none,104.6,2120299,McDonald's Northgate,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-23 11:41:56,17280334,restaurant_accepted,credit,64.8,2120299,McDonald's Northgate,Gauteng,2019-10-23 11:42:28,2019-10-23 11:54:28,2019-10-23 12:05:32
2019-08-16 08:42:48,14461491,none,none,159.8,2120303,Wimpy New Park Centre,Northern Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 08:44:16,14461500,none,instant_eft,159.8,2120303,Wimpy New Park Centre,Northern Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 08:55:31,14461614,restaurant_accepted,credit,159.8,2120303,Wimpy New Park Centre,Northern Cape,2019-08-16 09:03:14,2019-08-16 09:23:14,2019-08-16 09:30:39
2019-10-19 09:19:27,17108513,restaurant_accepted,credit,101.8,2120306,KFC Mulbarton,(null),2019-10-19 09:23:15,2019-10-19 09:38:15,2019-10-19 09:37:43
2019-10-23 11:54:12,17281125,restaurant_accepted,credit,77.0,2120306,Nando's Panorama,(null),2019-10-23 11:57:30,2019-10-23 12:11:30,2019-10-23 12:24:48
2019-08-16 08:47:53,14461535,none,none,239.98,2120311,Checkers LiquorShop Norkem Park (Over 18's Only) 89341,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 08:48:50,14461544,restaurant_accepted,cash,204.98,2120311,Checkers LiquorShop Norkem Park (Over 18's Only) 89341,Gauteng,2019-08-16 08:50:55,2019-08-16 09:05:55,2019-08-16 09:19:37
2019-08-21 17:18:29,14647161,restaurant_accepted,cash,68.9,2120312,KFC Sea Point,Western Cape,2019-08-21 17:23:07,2019-08-21 17:38:07,2019-08-21 17:54:34
2019-08-30 17:26:23,15068479,none,none,82.0,2120312,Nando's Main Rd,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-30 17:29:35,15068890,none,none,65.8,2120312,KFC Sea Point,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-30 17:34:11,15069474,restaurant_accepted,cash,65.8,2120312,KFC Sea Point,Western Cape,2019-08-30 17:35:35,2019-08-30 17:50:35,2019-08-30 17:55:55
2019-10-13 20:32:14,16901488,restaurant_accepted,cash,49.9,2120312,KFC Sea Point,Western Cape,2019-10-13 20:36:43,2019-10-13 20:51:43,2019-10-13 20:49:15
2019-10-17 17:33:44,17031296,none,none,93.0,2120312,Burger King Green Market Square,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-17 17:52:36,17033166,restaurant_accepted,cash,76.0,2120312,Burger King Green Market Square,Western Cape,2019-10-17 17:53:48,2019-10-17 18:08:48,2019-10-17 18:21:31
2019-10-18 17:35:40,17082125,none,none,77.8,2120312,McDonald's Sea Point,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-10-18 17:40:01,17082677,restaurant_accepted,cash,91.7,2120312,McDonald's Sea Point,Western Cape,2019-10-18 17:41:14,2019-10-18 17:58:14,2019-10-18 17:57:50
2019-10-20 19:59:08,17198841,restaurant_accepted,cash,101.8,2120312,McDonald's Sea Point,Western Cape,2019-10-20 19:59:47,2019-10-20 20:16:47,2019-10-20 20:25:10
2019-10-24 17:07:58,17340257,restaurant_accepted,cash,59.9,2120312,KFC Sea Point,Western Cape,2019-10-24 17:08:45,2019-10-24 17:23:45,2019-10-24 17:29:26
2019-08-16 16:27:35,14478657,restaurant_accepted,cash,314.96,2120313,Checkers LiquorShop Gordons Bay (Over 18's Only) 92342,Western Cape,2019-08-16 16:32:18,2019-08-16 16:47:18,2019-08-16 17:01:31
2019-08-23 19:44:19,14745308,none,none,269.99,2120313,Checkers LiquorShop Gordons Bay (Over 18's Only) 92342,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-23 19:44:19,14745309,restaurant_accepted,cash,269.99,2120313,Checkers LiquorShop Gordons Bay (Over 18's Only) 92342,Western Cape,2019-08-23 19:45:00,2019-08-23 20:00:00,0000/00/00  00:00:00
2019-08-23 21:00:25,14751308,restaurant_auto_rejected,cs_tender_cash,269.99,2120313,Checkers LiquorShop Gordons Bay (Over 18's Only) 92342,Western Cape,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-09-14 19:14:21,15674759,restaurant_accepted,cash,84.99,2120313,Checkers LiquorShop Gordons Bay (Over 18's Only) 92342,Western Cape,2019-09-14 19:16:21,2019-09-14 19:31:21,2019-09-14 19:37:41
2019-08-16 08:54:07,14461598,none,none,136.0,2120314,Cinnabon Menlyn Mall,Gauteng,0000/00/00  00:00:00,0000/00/00  00:00:00,0000/00/00  00:00:00
2019-08-16 08:46:43,14461518,restaurant_accepted,credit,95.0,2120315,Jacks Bagel,Eastern Cape,2019-08-16 08:51:40,2019-08-16 09:06:40,2019-08-16 09:09:52
